pH,Redox,Leit,Trueb,Cl,Cl_2,EVENT
8.34,760,214,0.019,0.17,0.114,FALSE
8.34,760,214,0.019,0.17,0.116,FALSE
8.33,760,217,0.019,0.16,0.116,FALSE
8.33,760,217,0.019,0.16,0.116,FALSE
8.33,760,214,0.019,0.16,0.114,FALSE
8.33,760,214,0.019,0.16,0.116,FALSE
8.34,760,214,0.019,0.16,0.116,FALSE
8.33,760,214,0.023,0.16,0.116,FALSE
8.34,760,214,0.02,0.16,0.116,FALSE
8.34,760,214,0.019,0.16,0.116,FALSE
8.34,760,217,0.019,0.16,0.116,FALSE
8.34,760,217,0.019,0.16,0.116,FALSE
8.34,760,214,0.018,0.16,0.116,FALSE
8.33,760,214,0.018,0.16,0.116,FALSE
8.33,760,217,0.018,0.16,0.116,FALSE
8.33,760,214,0.018,0.16,0.116,FALSE
8.34,761,214,0.019,0.16,0.116,FALSE
8.34,760,214,0.037,0.16,0.116,FALSE
8.33,760,214,0.019,0.16,0.116,FALSE
8.33,760,217,0.018,0.16,0.116,FALSE
8.33,760,217,0.018,0.16,0.116,FALSE
8.33,760,214,0.018,0.16,0.116,FALSE
8.34,760,217,0.018,0.16,0.116,FALSE
8.34,761,217,0.019,0.16,0.116,FALSE
8.33,760,214,0.018,0.16,0.114,FALSE
8.33,760,217,0.019,0.16,0.116,FALSE
8.33,760,217,0.019,0.16,0.114,FALSE
8.33,760,214,0.019,0.16,0.116,FALSE
8.33,760,217,0.019,0.16,0.116,FALSE
8.34,760,217,0.018,0.16,0.116,FALSE
8.33,760,217,0.018,0.16,0.114,FALSE
8.33,760,217,0.018,0.16,0.114,FALSE
8.34,760,217,0.018,0.16,0.114,FALSE
8.34,760,217,0.018,0.16,0.114,FALSE
8.34,760,217,0.018,0.16,0.114,FALSE
8.35,760,217,0.018,0.16,0.116,FALSE
8.35,760,217,0.018,0.16,0.114,FALSE
8.34,760,217,0.018,0.16,0.114,FALSE
8.35,760,217,0.018,0.16,0.114,FALSE
8.35,760,217,0.018,0.16,0.114,FALSE
8.35,760,217,0.019,0.16,0.114,FALSE
8.35,760,214,0.019,0.16,0.114,FALSE
8.35,760,217,0.018,0.16,0.114,FALSE
8.36,760,217,0.018,0.16,0.114,FALSE
8.35,760,217,0.018,0.16,0.114,FALSE
8.36,760,217,0.018,0.16,0.114,FALSE
8.36,760,217,0.018,0.16,0.114,FALSE
8.36,760,217,0.018,0.16,0.114,FALSE
8.36,760,214,0.018,0.16,0.114,FALSE
8.36,760,217,0.019,0.16,0.114,FALSE
8.36,760,214,0.018,0.16,0.114,FALSE
8.36,760,217,0.018,0.16,0.114,FALSE
8.36,760,217,0.019,0.16,0.114,FALSE
8.36,760,217,0.019,0.16,0.114,FALSE
8.36,760,217,0.018,0.16,0.114,FALSE
8.36,760,217,0.018,0.16,0.114,FALSE
8.35,760,217,0.018,0.16,0.114,FALSE
8.36,760,217,0.018,0.16,0.114,FALSE
8.35,760,217,0.019,0.16,0.114,FALSE
8.36,760,214,0.018,0.16,0.114,FALSE
8.35,760,214,0.018,0.16,0.114,FALSE
8.35,760,217,0.018,0.16,0.116,FALSE
8.35,760,217,0.018,0.15,0.114,FALSE
8.36,760,217,0.018,0.15,0.116,FALSE
8.35,760,214,0.018,0.16,0.114,FALSE
8.35,760,217,0.018,0.16,0.114,FALSE
8.35,761,217,0.018,0.15,0.114,FALSE
8.35,760,217,0.019,0.15,0.114,FALSE
8.35,760,217,0.018,0.16,0.114,FALSE
8.35,760,217,0.019,0.16,0.114,FALSE
8.35,760,217,0.018,0.16,0.114,FALSE
8.35,760,217,0.019,0.16,0.114,FALSE
8.35,760,217,0.019,0.16,0.114,FALSE
8.35,760,217,0.019,0.16,0.114,FALSE
8.35,760,217,0.018,0.16,0.116,FALSE
8.35,760,217,0.018,0.16,0.114,FALSE
8.35,760,217,0.018,0.16,0.116,FALSE
8.35,761,217,0.019,0.16,0.116,FALSE
8.35,760,217,0.019,0.16,0.116,FALSE
8.35,761,217,0.019,0.16,0.116,FALSE
8.34,760,217,0.019,0.16,0.116,FALSE
8.34,761,217,0.019,0.16,0.117,FALSE
8.34,761,217,0.021,0.16,0.116,FALSE
8.34,761,217,0.018,0.16,0.116,FALSE
8.34,761,217,0.018,0.16,0.116,FALSE
8.34,761,217,0.018,0.16,0.116,FALSE
8.34,761,217,0.018,0.15,0.116,FALSE
8.34,761,217,0.019,0.15,0.116,FALSE
8.34,761,217,0.019,0.16,0.116,FALSE
8.34,761,217,0.02,0.16,0.116,FALSE
8.34,761,217,0.025,0.16,0.116,FALSE
8.34,761,217,0.019,0.16,0.117,FALSE
8.34,761,217,0.018,0.16,0.116,FALSE
8.34,761,217,0.019,0.16,0.116,FALSE
8.34,761,217,0.019,0.16,0.116,FALSE
8.34,761,217,0.019,0.15,0.116,FALSE
8.34,762,217,0.019,0.15,0.116,FALSE
8.34,762,214,0.018,0.15,0.116,FALSE
8.34,761,214,0.018,0.15,0.116,FALSE
8.34,761,214,0.02,0.15,0.114,FALSE
8.35,761,214,0.019,0.15,0.116,FALSE
8.35,761,217,0.019,0.15,0.116,FALSE
8.35,761,214,0.019,0.15,0.116,FALSE
8.35,761,214,0.019,0.15,0.116,FALSE
8.35,760,214,0.019,0.15,0.116,FALSE
8.35,761,214,0.019,0.15,0.116,FALSE
8.34,760,214,0.019,0.15,0.116,FALSE
8.35,761,214,0.019,0.15,0.116,FALSE
8.34,761,217,0.019,0.15,0.116,FALSE
8.35,760,217,0.019,0.16,0.116,FALSE
8.35,762,214,0.019,0.16,0.116,FALSE
8.34,761,214,0.019,0.16,0.116,FALSE
8.35,761,214,0.019,0.16,0.117,FALSE
8.35,761,217,0.019,0.16,0.117,FALSE
8.35,761,214,0.019,0.16,0.116,FALSE
8.34,762,217,0.019,0.16,0.117,FALSE
8.35,761,214,0.019,0.15,0.116,FALSE
8.35,761,214,0.019,0.16,0.116,FALSE
8.34,762,214,0.019,0.16,0.117,FALSE
8.35,761,214,0.019,0.16,0.117,FALSE
8.35,762,217,0.019,0.16,0.117,FALSE
8.34,761,214,0.019,0.16,0.117,FALSE
8.35,762,214,0.019,0.15,0.117,FALSE
8.34,762,214,0.019,0.15,0.117,FALSE
8.34,762,214,0.019,0.15,0.116,FALSE
8.34,762,214,0.018,0.15,0.117,FALSE
8.34,761,214,0.019,0.15,0.116,FALSE
8.34,762,214,0.019,0.15,0.117,FALSE
8.34,762,214,0.019,0.15,0.117,FALSE
8.34,762,214,0.019,0.15,0.116,FALSE
8.34,762,214,0.018,0.15,0.114,FALSE
8.34,762,214,0.018,0.15,0.116,FALSE
8.34,762,214,0.019,0.16,0.116,FALSE
8.34,762,214,0.018,0.15,0.116,FALSE
8.35,762,214,0.019,0.15,0.114,FALSE
8.34,762,214,0.018,0.15,0.116,FALSE
8.35,762,214,0.019,0.16,0.116,FALSE
8.34,762,214,0.019,0.16,0.116,FALSE
8.35,762,214,0.019,0.15,0.116,FALSE
8.34,761,214,0.019,0.15,0.116,FALSE
8.34,762,214,0.019,0.15,0.116,FALSE
8.34,762,214,0.019,0.15,0.116,FALSE
8.34,761,214,0.019,0.15,0.116,FALSE
8.34,762,214,0.019,0.15,0.116,FALSE
8.34,762,214,0.019,0.15,0.116,FALSE
8.34,762,214,0.019,0.15,0.114,FALSE
8.33,762,214,0.019,0.15,0.116,FALSE
8.34,762,214,0.019,0.15,0.116,FALSE
8.35,762,214,0.019,0.15,0.116,FALSE
8.34,762,214,0.019,0.15,0.116,FALSE
8.34,762,214,0.019,0.15,0.116,FALSE
8.34,762,214,0.019,0.15,0.116,FALSE
8.34,762,214,0.019,0.15,0.116,FALSE
8.34,762,214,0.019,0.16,0.116,FALSE
8.34,761,214,0.019,0.16,0.116,FALSE
8.35,762,214,0.019,0.16,0.114,FALSE
8.34,762,214,0.019,0.16,0.114,FALSE
8.35,762,214,0.019,0.16,0.116,FALSE
8.35,761,214,0.021,0.16,0.114,FALSE
8.35,762,214,0.02,0.16,0.116,FALSE
8.36,762,214,0.02,0.16,0.114,FALSE
8.36,761,214,0.02,0.16,0.114,FALSE
8.36,761,214,0.02,0.16,0.114,FALSE
8.36,762,214,0.02,0.16,0.114,FALSE
8.36,760,214,0.02,0.16,0.114,FALSE
8.36,761,214,0.02,0.16,0.114,FALSE
8.36,761,214,0.019,0.16,0.114,FALSE
8.36,761,214,0.019,0.16,0.114,FALSE
8.36,761,214,0.019,0.15,0.114,FALSE
8.36,761,214,0.019,0.15,0.114,FALSE
8.37,761,214,0.019,0.15,0.114,FALSE
8.37,761,214,0.019,0.15,0.114,FALSE
8.36,762,214,0.019,0.15,0.114,FALSE
8.37,761,214,0.02,0.15,0.114,FALSE
8.37,761,214,0.02,0.15,0.114,FALSE
8.38,761,217,0.02,0.15,0.114,FALSE
8.38,762,214,0.02,0.15,0.114,FALSE
8.37,761,214,0.02,0.15,0.114,FALSE
8.38,762,214,0.02,0.15,0.114,FALSE
8.38,762,214,0.019,0.15,0.114,FALSE
8.38,761,214,0.019,0.15,0.114,FALSE
8.39,761,214,0.019,0.14,0.114,FALSE
8.38,761,214,0.02,0.15,0.114,FALSE
8.39,760,214,0.02,0.15,0.114,FALSE
8.38,761,214,0.019,0.15,0.114,FALSE
8.39,761,214,0.02,0.15,0.114,FALSE
8.39,761,214,0.02,0.15,0.114,FALSE
8.39,761,214,0.019,0.15,0.114,FALSE
8.39,762,214,0.02,0.15,0.114,FALSE
8.39,761,214,0.02,0.15,0.114,FALSE
8.39,760,214,0.02,0.15,0.114,FALSE
8.39,760,214,0.02,0.15,0.114,FALSE
8.39,760,214,0.019,0.15,0.114,FALSE
8.39,761,214,0.02,0.15,0.114,FALSE
8.39,761,214,0.019,0.15,0.114,FALSE
8.39,761,214,0.02,0.15,0.114,FALSE
8.39,761,214,0.02,0.15,0.114,FALSE
8.39,761,214,0.02,0.15,0.114,FALSE
8.38,761,214,0.02,0.16,0.114,FALSE
8.38,762,214,0.02,0.15,0.113,FALSE
8.38,761,214,0.02,0.16,0.113,FALSE
8.38,760,214,0.02,0.16,0.114,FALSE
8.38,761,214,0.019,0.15,0.113,FALSE
8.38,760,214,0.019,0.15,0.114,FALSE
8.38,761,214,0.019,0.16,0.114,FALSE
8.39,761,214,0.019,0.16,0.113,FALSE
8.38,761,214,0.02,0.16,0.113,FALSE
8.38,761,214,0.02,0.16,0.113,FALSE
8.38,761,214,0.02,0.15,0.113,FALSE
8.38,761,214,0.019,0.15,0.113,FALSE
8.38,760,214,0.021,0.15,0.113,FALSE
8.39,761,214,0.02,0.15,0.113,FALSE
8.39,761,214,0.02,0.15,0.113,FALSE
8.38,761,214,0.02,0.15,0.114,FALSE
8.39,761,214,0.02,0.15,0.114,FALSE
8.39,761,214,0.02,0.15,0.113,FALSE
8.39,761,214,0.02,0.15,0.114,FALSE
8.39,761,214,0.019,0.15,0.114,FALSE
8.39,761,214,0.02,0.15,0.114,FALSE
8.39,762,214,0.024,0.15,0.114,FALSE
8.39,761,214,0.021,0.15,0.114,FALSE
8.39,762,214,0.02,0.15,0.114,FALSE
8.39,761,214,0.022,0.15,0.113,FALSE
8.39,761,214,0.02,0.15,0.114,FALSE
8.39,761,214,0.021,0.15,0.114,FALSE
8.4,761,214,0.033,0.15,0.114,FALSE
8.4,761,214,0.02,0.16,0.114,FALSE
8.41,761,214,0.02,0.16,0.114,FALSE
8.41,760,214,0.02,0.16,0.113,FALSE
8.41,760,214,0.02,0.16,0.113,FALSE
8.41,760,214,0.02,0.16,0.113,FALSE
8.41,760,214,0.022,0.16,0.113,FALSE
8.41,760,214,0.021,0.16,0.111,FALSE
8.41,760,214,0.02,0.16,0.113,FALSE
8.42,760,214,0.02,0.16,0.111,FALSE
8.41,760,214,0.02,0.16,0.111,FALSE
8.42,760,214,0.02,0.16,0.111,FALSE
8.43,760,214,0.02,0.16,0.11,FALSE
8.42,760,214,0.02,0.16,0.11,FALSE
8.43,760,214,0.02,0.16,0.11,FALSE
8.43,760,214,0.02,0.16,0.11,FALSE
8.42,760,214,0.02,0.16,0.11,FALSE
8.43,760,214,0.02,0.16,0.11,FALSE
8.42,760,214,0.02,0.16,0.11,FALSE
8.42,760,214,0.02,0.16,0.11,FALSE
8.42,760,214,0.02,0.16,0.11,FALSE
8.43,759,214,0.02,0.16,0.11,FALSE
8.42,759,214,0.02,0.16,0.11,FALSE
8.41,761,214,0.021,0.16,0.11,FALSE
8.41,760,214,0.021,0.16,0.11,FALSE
8.41,760,214,0.021,0.16,0.11,FALSE
8.42,760,214,0.021,0.16,0.111,FALSE
8.41,760,214,0.021,0.15,0.11,FALSE
8.41,760,214,0.021,0.15,0.11,FALSE
8.41,760,214,0.021,0.15,0.111,FALSE
8.4,760,214,0.021,0.15,0.111,FALSE
8.4,760,214,0.021,0.15,0.111,FALSE
8.39,760,214,0.021,0.15,0.111,FALSE
8.39,760,214,0.023,0.15,0.111,FALSE
8.39,760,210,0.021,0.15,0.113,FALSE
8.39,761,214,0.021,0.15,0.113,FALSE
8.39,761,214,0.021,0.15,0.113,FALSE
8.38,760,210,0.021,0.15,0.111,FALSE
8.38,760,214,0.028,0.16,0.113,FALSE
8.38,761,214,0.022,0.16,0.113,FALSE
8.37,761,214,0.021,0.16,0.113,FALSE
8.37,762,210,0.022,0.16,0.113,FALSE
8.37,761,214,0.021,0.16,0.111,FALSE
8.37,762,210,0.023,0.16,0.113,FALSE
8.37,762,210,0.021,0.16,0.114,FALSE
8.37,762,210,0.022,0.16,0.113,FALSE
8.36,761,210,0.021,0.16,0.113,FALSE
8.36,762,210,0.022,0.16,0.114,FALSE
8.36,762,210,0.022,0.16,0.114,FALSE
8.36,762,210,0.02,0.16,0.113,FALSE
8.36,762,210,0.021,0.16,0.113,FALSE
8.36,761,210,0.021,0.16,0.113,FALSE
8.36,761,210,0.021,0.16,0.113,FALSE
8.36,762,210,0.021,0.16,0.113,FALSE
8.36,761,210,0.02,0.16,0.113,FALSE
8.36,761,210,0.02,0.16,0.111,FALSE
8.36,760,210,0.02,0.16,0.113,FALSE
8.36,762,210,0.02,0.16,0.113,FALSE
8.36,761,210,0.02,0.16,0.111,FALSE
8.36,761,210,0.02,0.16,0.111,FALSE
8.37,761,210,0.02,0.16,0.113,FALSE
8.37,761,210,0.02,0.16,0.113,FALSE
8.37,761,210,0.02,0.16,0.113,FALSE
8.37,761,210,0.02,0.16,0.114,FALSE
8.37,761,210,0.02,0.16,0.113,FALSE
8.37,761,210,0.02,0.16,0.114,FALSE
8.37,761,210,0.02,0.16,0.114,FALSE
8.37,761,210,0.031,0.16,0.114,FALSE
8.37,761,210,0.02,0.16,0.114,FALSE
8.37,762,210,0.019,0.16,0.114,FALSE
8.37,762,210,0.02,0.16,0.114,FALSE
8.36,761,210,0.02,0.16,0.114,FALSE
8.37,762,210,0.02,0.16,0.114,FALSE
8.37,762,210,0.02,0.16,0.116,FALSE
8.36,762,210,0.02,0.16,0.114,FALSE
8.36,762,210,0.02,0.16,0.116,FALSE
8.36,762,210,0.021,0.16,0.116,FALSE
8.35,762,210,0.02,0.16,0.114,FALSE
8.35,761,210,0.02,0.16,0.116,FALSE
8.35,762,210,0.02,0.16,0.116,FALSE
8.35,762,210,0.02,0.16,0.116,FALSE
8.35,762,210,0.019,0.16,0.117,FALSE
8.35,762,210,0.02,0.16,0.116,FALSE
8.35,762,210,0.02,0.16,0.116,FALSE
8.35,762,210,0.023,0.16,0.116,FALSE
8.34,762,210,0.02,0.16,0.117,FALSE
8.34,762,210,0.019,0.16,0.114,FALSE
8.34,762,210,0.019,0.16,0.114,FALSE
8.34,762,210,0.04,0.16,0.114,FALSE
8.34,762,210,0.02,0.16,0.116,FALSE
8.34,762,210,0.019,0.16,0.114,FALSE
8.35,762,210,0.019,0.16,0.114,FALSE
8.34,762,210,0.019,0.16,0.116,FALSE
8.35,762,210,0.019,0.16,0.116,FALSE
8.35,762,210,0.018,0.16,0.114,FALSE
8.36,762,210,0.019,0.16,0.116,FALSE
8.35,761,210,0.018,0.16,0.116,FALSE
8.35,762,210,0.018,0.16,0.116,FALSE
8.35,762,210,0.018,0.16,0.114,FALSE
8.36,762,210,0.018,0.16,0.114,FALSE
8.36,762,210,0.019,0.16,0.114,FALSE
8.35,761,210,0.018,0.16,0.116,FALSE
8.36,762,210,0.018,0.16,0.116,FALSE
8.36,762,210,0.018,0.16,0.116,FALSE
8.36,762,210,0.018,0.16,0.117,FALSE
8.36,762,210,0.018,0.16,0.118,FALSE
8.36,762,210,0.019,0.16,0.116,FALSE
8.36,762,210,0.019,0.16,0.117,FALSE
8.35,762,210,0.018,0.16,0.117,FALSE
8.35,762,210,0.018,0.16,0.117,FALSE
8.36,762,210,0.018,0.16,0.117,FALSE
8.35,762,210,0.018,0.16,0.118,FALSE
8.36,762,210,0.018,0.16,0.118,FALSE
8.35,762,210,0.019,0.16,0.117,FALSE
8.35,762,210,0.019,0.16,0.118,FALSE
8.35,762,210,0.018,0.16,0.117,FALSE
8.35,762,210,0.018,0.16,0.118,FALSE
8.34,762,210,0.019,0.16,0.118,FALSE
8.34,762,210,0.02,0.16,0.118,FALSE
8.34,762,210,0.019,0.16,0.118,FALSE
8.34,762,210,0.019,0.16,0.118,FALSE
8.34,762,210,0.019,0.16,0.117,FALSE
8.34,762,210,0.019,0.16,0.117,FALSE
8.34,762,210,0.019,0.16,0.117,FALSE
8.33,762,210,0.018,0.16,0.117,FALSE
8.33,762,210,0.018,0.16,0.117,FALSE
8.34,762,210,0.018,0.16,0.117,FALSE
8.33,762,210,0.019,0.16,0.117,FALSE
8.33,762,210,0.019,0.16,0.117,FALSE
8.33,762,210,0.019,0.16,0.117,FALSE
8.34,762,210,0.019,0.16,0.117,FALSE
8.34,762,210,0.019,0.16,0.117,FALSE
8.34,762,210,0.019,0.16,0.116,FALSE
8.34,762,210,0.02,0.16,0.117,FALSE
8.34,762,210,0.019,0.16,0.116,FALSE
8.34,762,210,0.019,0.16,0.117,FALSE
8.34,762,210,0.019,0.16,0.116,FALSE
8.34,762,210,0.019,0.16,0.117,FALSE
8.34,762,210,0.019,0.16,0.117,FALSE
8.34,762,210,0.018,0.16,0.117,FALSE
8.34,762,210,0.018,0.16,0.117,FALSE
8.35,762,210,0.019,0.16,0.116,FALSE
8.35,762,210,0.019,0.16,0.117,FALSE
8.34,762,210,0.019,0.16,0.117,FALSE
8.35,762,210,0.018,0.16,0.117,FALSE
8.35,762,210,0.02,0.16,0.117,FALSE
8.35,762,210,0.018,0.16,0.117,FALSE
8.35,762,210,0.018,0.16,0.117,FALSE
8.35,762,210,0.019,0.16,0.118,FALSE
8.35,762,210,0.018,0.16,0.117,FALSE
8.34,762,210,0.019,0.16,0.117,FALSE
8.35,762,210,0.019,0.16,0.117,FALSE
8.35,762,210,0.018,0.16,0.117,FALSE
8.35,762,210,0.019,0.16,0.117,FALSE
8.34,762,210,0.019,0.16,0.117,FALSE
8.35,762,210,0.019,0.16,0.117,FALSE
8.35,762,210,0.019,0.16,0.116,FALSE
8.35,762,210,0.019,0.16,0.117,FALSE
8.35,762,210,0.019,0.16,0.116,FALSE
8.35,762,210,0.02,0.16,0.117,FALSE
8.35,762,210,0.019,0.16,0.117,FALSE
8.34,762,210,0.019,0.16,0.117,FALSE
8.35,761,210,0.02,0.16,0.117,FALSE
8.34,762,210,0.019,0.16,0.116,FALSE
8.35,762,210,0.019,0.16,0.116,FALSE
8.34,762,210,0.019,0.16,0.117,FALSE
8.34,762,210,0.02,0.16,0.116,FALSE
8.35,762,210,0.019,0.16,0.117,FALSE
8.35,762,210,0.019,0.16,0.117,FALSE
8.35,762,210,0.019,0.16,0.116,FALSE
8.34,762,210,0.019,0.16,0.116,FALSE
8.34,762,210,0.019,0.16,0.116,FALSE
8.35,762,210,0.018,0.16,0.116,FALSE
8.35,762,210,0.044,0.16,0.116,FALSE
8.34,762,210,0.019,0.16,0.117,FALSE
8.34,762,210,0.019,0.16,0.117,FALSE
8.34,762,210,0.019,0.16,0.116,FALSE
8.34,762,210,0.02,0.16,0.117,FALSE
8.34,761,210,0.019,0.16,0.117,FALSE
8.34,762,210,0.026,0.16,0.117,FALSE
8.34,762,210,0.023,0.16,0.117,FALSE
8.34,762,210,0.019,0.16,0.117,FALSE
8.34,762,210,0.019,0.16,0.117,FALSE
8.34,762,210,0.019,0.16,0.117,FALSE
8.34,762,210,0.018,0.16,0.116,FALSE
8.34,762,210,0.019,0.16,0.118,FALSE
8.33,762,210,0.018,0.16,0.117,FALSE
8.33,762,210,0.019,0.16,0.116,FALSE
8.34,762,210,0.018,0.16,0.117,FALSE
8.33,762,210,0.018,0.16,0.117,FALSE
8.33,762,210,0.018,0.16,0.117,FALSE
8.33,762,210,0.018,0.16,0.117,FALSE
8.33,762,210,0.018,0.17,0.117,FALSE
8.33,762,210,0.018,0.16,0.116,FALSE
8.34,762,210,0.018,0.16,0.117,FALSE
8.33,762,210,0.018,0.16,0.116,FALSE
8.33,762,210,0.018,0.16,0.117,FALSE
8.33,762,210,0.018,0.16,0.116,FALSE
8.34,762,210,0.019,0.16,0.117,FALSE
8.33,762,210,0.018,0.16,0.116,FALSE
8.34,762,214,0.018,0.16,0.117,FALSE
8.34,762,210,0.018,0.16,0.116,FALSE
8.34,762,214,0.018,0.16,0.116,FALSE
8.34,762,210,0.018,0.16,0.114,FALSE
8.35,762,214,0.018,0.16,0.114,FALSE
8.35,762,210,0.018,0.16,0.114,FALSE
8.35,762,210,0.018,0.16,0.116,FALSE
8.36,762,214,0.018,0.16,0.114,FALSE
8.35,762,210,0.019,0.16,0.114,FALSE
8.36,762,214,0.018,0.16,0.114,FALSE
8.36,762,214,0.019,0.16,0.114,FALSE
8.36,762,214,0.018,0.16,0.114,FALSE
8.36,761,214,0.019,0.16,0.114,FALSE
8.36,762,210,0.018,0.16,0.114,FALSE
8.37,762,214,0.018,0.16,0.114,FALSE
8.37,762,214,0.018,0.16,0.114,FALSE
8.37,761,214,0.018,0.16,0.114,FALSE
8.37,762,214,0.018,0.16,0.114,FALSE
8.37,762,214,0.018,0.16,0.114,FALSE
8.37,761,210,0.023,0.16,0.114,FALSE
8.37,761,214,0.018,0.16,0.114,FALSE
8.37,760,214,0.018,0.16,0.114,FALSE
8.37,761,214,0.018,0.16,0.114,FALSE
8.37,762,214,0.019,0.16,0.114,FALSE
8.37,761,214,0.018,0.16,0.114,FALSE
8.37,761,214,0.019,0.16,0.114,FALSE
8.37,761,214,0.018,0.16,0.116,FALSE
8.38,762,214,0.018,0.16,0.114,FALSE
8.37,762,214,0.018,0.16,0.114,FALSE
8.37,761,214,0.018,0.17,0.116,FALSE
8.37,762,214,0.018,0.16,0.114,FALSE
8.37,762,214,0.018,0.16,0.114,FALSE
8.37,761,214,0.043,0.16,0.116,FALSE
8.36,761,214,0.019,0.16,0.114,FALSE
8.36,761,214,0.019,0.17,0.114,FALSE
8.36,761,214,0.07,0.17,0.114,FALSE
8.36,762,214,0.019,0.17,0.114,FALSE
8.36,761,214,0.018,0.17,0.114,FALSE
8.36,761,214,0.018,0.17,0.114,FALSE
8.36,762,214,0.018,0.17,0.114,FALSE
8.36,762,214,0.021,0.17,0.114,FALSE
8.36,761,214,0.018,0.17,0.116,FALSE
8.36,762,214,0.019,0.17,0.114,FALSE
8.35,761,214,0.018,0.17,0.114,FALSE
8.36,762,214,0.018,0.17,0.116,FALSE
8.35,762,214,0.018,0.17,0.114,FALSE
8.35,762,214,0.02,0.17,0.116,FALSE
8.35,762,214,0.018,0.17,0.116,FALSE
8.35,762,214,0.018,0.17,0.116,FALSE
8.35,762,214,0.018,0.17,0.116,FALSE
8.35,761,214,0.018,0.17,0.117,FALSE
8.35,762,214,0.018,0.16,0.117,FALSE
8.35,762,214,0.018,0.17,0.116,FALSE
8.34,762,214,0.019,0.16,0.117,FALSE
8.34,762,214,0.019,0.16,0.116,FALSE
8.35,762,214,0.021,0.16,0.117,FALSE
8.35,762,214,0.019,0.16,0.116,FALSE
8.35,762,214,0.021,0.16,0.117,FALSE
8.35,762,214,0.021,0.16,0.117,FALSE
8.35,762,214,0.02,0.16,0.117,FALSE
8.34,762,214,0.019,0.16,0.117,FALSE
8.34,762,214,0.019,0.16,0.118,FALSE
8.34,762,214,0.019,0.16,0.118,FALSE
8.35,762,214,0.019,0.16,0.117,FALSE
8.35,762,214,0.019,0.16,0.117,FALSE
8.34,762,214,0.019,0.17,0.118,FALSE
8.34,762,214,0.019,0.16,0.118,FALSE
8.34,762,214,0.02,0.16,0.117,FALSE
8.34,762,214,0.019,0.16,0.117,FALSE
8.34,762,214,0.019,0.16,0.118,FALSE
8.34,762,214,0.019,0.16,0.117,FALSE
8.34,762,214,0.018,0.16,0.117,FALSE
8.34,762,214,0.019,0.16,0.117,FALSE
8.34,762,214,0.019,0.16,0.117,FALSE
8.34,762,214,0.018,0.16,0.117,FALSE
8.34,762,214,0.019,0.16,0.117,FALSE
8.34,762,214,0.018,0.16,0.116,FALSE
8.34,762,214,0.018,0.16,0.117,FALSE
8.34,762,214,0.019,0.16,0.116,FALSE
8.34,762,214,0.018,0.16,0.117,FALSE
8.33,762,214,0.018,0.16,0.116,FALSE
8.34,762,214,0.018,0.16,0.116,FALSE
8.34,762,214,0.018,0.16,0.117,FALSE
8.34,762,214,0.018,0.16,0.116,FALSE
8.33,762,214,0.018,0.16,0.117,FALSE
8.34,762,214,0.018,0.16,0.117,FALSE
8.33,762,214,0.019,0.16,0.116,FALSE
8.33,762,214,0.018,0.16,0.116,FALSE
8.33,762,214,0.018,0.16,0.116,FALSE
8.33,762,214,0.018,0.16,0.116,FALSE
8.33,762,214,0.018,0.16,0.116,FALSE
8.34,762,214,0.018,0.15,0.116,FALSE
8.33,762,214,0.018,0.15,0.116,FALSE
8.33,761,214,0.018,0.15,0.117,FALSE
8.33,762,214,0.019,0.15,0.116,FALSE
8.33,762,214,0.018,0.15,0.117,FALSE
8.33,762,214,0.019,0.15,0.118,FALSE
8.33,762,214,0.019,0.15,0.118,FALSE
8.33,762,214,0.019,0.15,0.117,FALSE
8.33,762,214,0.019,0.15,0.118,FALSE
8.32,762,214,0.019,0.15,0.118,FALSE
8.32,762,214,0.019,0.15,0.118,FALSE
8.32,762,214,0.019,0.15,0.118,FALSE
8.32,762,214,0.019,0.15,0.118,FALSE
8.31,762,214,0.02,0.15,0.118,FALSE
8.31,762,214,0.019,0.16,0.118,FALSE
8.31,762,214,0.019,0.16,0.12,FALSE
8.3,762,214,0.019,0.16,0.12,FALSE
8.3,762,214,0.019,0.15,0.12,FALSE
8.3,762,214,0.019,0.15,0.121,FALSE
8.3,762,214,0.018,0.15,0.12,FALSE
8.3,762,214,0.019,0.15,0.12,FALSE
8.3,762,214,0.018,0.15,0.12,FALSE
8.3,762,214,0.019,0.15,0.121,FALSE
8.3,762,214,0.019,0.15,0.121,FALSE
8.3,762,214,0.019,0.15,0.121,FALSE
8.3,762,214,0.019,0.15,0.12,FALSE
8.3,762,214,0.019,0.15,0.121,FALSE
8.3,762,214,0.019,0.15,0.121,FALSE
8.3,762,214,0.019,0.15,0.121,FALSE
8.3,762,214,0.02,0.15,0.121,FALSE
8.3,762,214,0.019,0.15,0.12,FALSE
8.3,762,214,0.019,0.15,0.12,FALSE
8.3,762,214,0.018,0.15,0.121,FALSE
8.31,762,214,0.019,0.15,0.12,FALSE
8.31,762,214,0.019,0.15,0.12,FALSE
8.31,762,214,0.018,0.15,0.12,FALSE
8.31,762,214,0.018,0.15,0.118,FALSE
8.32,762,214,0.018,0.15,0.12,FALSE
8.32,762,214,0.018,0.14,0.12,FALSE
8.32,762,214,0.019,0.14,0.12,FALSE
8.33,762,214,0.019,0.14,0.12,FALSE
8.32,762,214,0.018,0.14,0.118,FALSE
